type,breed,color,sex,size,animal_id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,outcome_jurisdiction,outcome_zip_code,location,age
DOG,AUST SHEPHERD/MIX,BLACK/WHITE,Neutered,LARGE,A340849,08/15/2016,09/23/2016,39,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",16
CAT,DOMESTIC SH,WHITE/BRN TABBY,Neutered,KITTN,A344667,10/29/2016,11/05/2016,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",8
DOG,SHIH TZU,BROWN/WHITE,Neutered,SMALL,A280145,06/09/2015,06/10/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",18
DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,A331865,01/13/2016,02/02/2016,20,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472.0,"95472(38.4007555, -122.8277055)",10
DOG,GREAT PYRENEES/MIX,WHITE,Spayed,LARGE,A384641,03/01/2019,03/16/2019,15,STRAY,FIELD,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",7
DOG,PIT BULL,WHITE/BROWN,Female,MED,A373849,04/01/2022,04/02/2022,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",9
DOG,CATAHOULA/ROTTWEILER,BLACK/BLUE MERLE,Neutered,MED,A302013,01/25/2014,02/21/2014,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95918.0,"95918(39.2317966, -121.3667963)",11
CAT,DOMESTIC MH,BRN TABBY/WHITE,Spayed,SMALL,A300450,12/10/2013,01/14/2014,35,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",20
DOG,PIT BULL/ROTTWEILER,BR BRINDLE/WHITE,Neutered,LARGE,A408384,12/16/2021,02/02/2022,48,OWNER SURRENDER,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",5
DOG,PIT BULL,BR BRINDLE,Female,MED,A384932,03/12/2019,03/16/2019,4,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",7
DOG,SCHNAUZER MIN/MIX,GRAY/WHITE,Spayed,SMALL,A311936,09/23/2014,10/02/2014,9,STRAY,FIELD,TRANSFER,GREEN DOG,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",12
DOG,PIT BULL/LABRADOR RETR,BROWN/BROWN,Male,LARGE,A316784,04/19/2015,04/21/2015,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",10
DOG,GERM SHEPHERD,BLACK/TAN,Spayed,PUPPY,A356229,07/28/2017,08/10/2017,13,STRAY,PRIV_SHELT,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,*PETALUMA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",8
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A413231,09/12/2022,09/19/2022,7,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",12
CAT,DOMESTIC MH,BLACK,Neutered,KITTN,A309982,08/09/2014,08/12/2014,3,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",10
DOG,BELG MALINOIS/MIX,BLACK/TAN,Spayed,MED,A405809,11/10/2021,11/17/2021,7,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401.0,"95401(38.44366, -122.7246163)",6
CAT,DOMESTIC LH/MAINE COON,GRAY/WHITE,Neutered,LARGE,A308917,07/10/2014,08/09/2014,30,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95458.0,"95458(39.09124, -122.794515)",18
DOG,ROTTWEILER,BLACK/BROWN,Neutered,PUPPY,A372469,05/12/2018,05/15/2018,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_LETTER,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",6
DOG,DACHSHUND/MIX,BLACK/TAN,Spayed,SMALL,A343216,10/05/2016,10/15/2016,10,STRAY,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94585.0,"94585(38.23861, -122.03669)",8
DOG,AUST SHEPHERD/CHIHUAHUA SH,TRICOLOR,Neutered,SMALL,A328270,10/13/2015,10/14/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",16
DOG,CHIHUAHUA SH/MIX,CREAM,Neutered,SMALL,A362444,10/10/2017,11/22/2017,43,STRAY,FIELD,TRANSFER,EBSPCA,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94805.0,"94805(37.938085, -122.328815)",10
DOG,BULL TERRIER,WHITE/TAN,Neutered,MED,A353290,05/26/2017,05/26/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,*WINDSOR,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",8
CAT,DOMESTIC SH,BRN TABBY,Male,KITTN,A421071,10/10/2023,10/21/2023,11,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",1
DOG,TR WALKER HOUND/MIX,RED/WHITE,Neutered,MED,A420348,09/12/2023,11/07/2023,56,STRAY,FLD_STRAY,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94515.0,"94515(38.5818482, -122.5799026)",1
DOG,CHIHUAHUA SH,BLACK/TAN,Male,SMALL,A406024,07/25/2021,08/05/2021,11,QUARANTINE,FIELD,RTOS,SPHONE,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A420503,10/10/2023,11/09/2023,30,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",1
CAT,DOMESTIC SH,CALICO,Spayed,KITTN,A418997,07/12/2023,08/05/2023,24,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-O,UNKNOWN,PENDING,COUNTY,COUNTY,95436.0,"95436(38.47872, -122.890155)",1
DOG,CHIHUAHUA SH,TAN,Female,SMALL,A418053,06/05/2023,06/23/2023,18,CONFISCATE,FLD_ARREST,TRANSFER,MARIN HS,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,94949.0,"94949(38.0670948, -122.5355114)",3
DOG,REDBONE HOUND,RED,Male,LARGE,A264679,11/27/2018,11/27/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",13
DOG,SIBERIAN HUSKY,TAN/WHITE,Spayed,MED,A331887,01/14/2016,01/23/2016,9,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952.0,"94952(38.237, -122.640695)",9
DOG,GERM SHEPHERD/MIX,BLACK/BROWN,Spayed,LARGE,A319855,04/06/2015,04/07/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",17
DOG,WELSH CORGI PEM/MIX,ORANGE/WHITE,Female,SMALL,A408843,01/12/2022,01/20/2022,8,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",5
DOG,CAIRN TERRIER,BLACK/WHITE,Neutered,SMALL,A346006,12/10/2016,12/13/2016,3,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",8
DOG,ALASKAN HUSKY,BLACK/WHITE,Spayed,LARGE,A365181,12/01/2017,01/09/2018,39,STRAY,FIELD,TRANSFER,JARR,HEALTHY,TREATABLE/REHAB,COUNTY,OUT OF COUNTY,94574.0,"94574(38.504975, -122.47185)",8
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A305308,04/12/2014,06/10/2014,59,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",10
DOG,CHIHUAHUA SH,BLACK/TAN,Neutered,SMALL,A374532,07/07/2018,07/28/2018,21,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",8
DOG,PIT BULL,GRAY/WHITE,Spayed,MED,A299832,09/29/2015,10/02/2015,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,94931.0,"94931(38.3260186, -122.706422)",13
DOG,CHIHUAHUA SH,WHITE,Spayed,TOY,A297743,06/04/2019,06/06/2019,2,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",11
DOG,BOXER,BR BRINDLE/WHITE,Spayed,MED,A320899,04/20/2015,04/20/2015,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94971.0,"94971(38.2496336, -122.9066522)",11
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A419192,07/20/2023,09/09/2023,51,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94952.0,"94952(38.237, -122.640695)",3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A423132,12/12/2023,12/15/2023,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",7
DOG,GERM SHEPHERD/MIX,TAN/WHITE,Neutered,LARGE,A315869,07/05/2017,08/05/2017,31,STRAY,FIELD,ADOPTION,MOB EVENT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",13
CAT,DOMESTIC SH,BRN TABBY,Male,KITTN,A321749,05/16/2015,05/16/2015,0,STRAY,COMM CAT,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",8
DOG,AKBASH,BROWN/WHITE,Spayed,LARGE,A304726,03/28/2014,04/05/2014,8,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",11
DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,A389258,03/24/2022,03/24/2022,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",9
DOG,YORKSHIRE TERR/MIX,WHITE,Neutered,SMALL,A311864,09/20/2014,10/07/2014,17,TRANSFER,VET_HOSP,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448.0,"95448(38.613965, -122.869825)",14
OTHER,PIG,BLACK/WHITE,Neutered,MED,A360792,09/11/2017,09/30/2017,19,STRAY,FIELD,TRANSFER,JARR,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,94574.0,"94574(38.504975, -122.47185)",6
DOG,POMERANIAN,CREAM,Neutered,SMALL,A039197,06/29/2021,06/30/2021,1,STRAY,PHONE,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",18
DOG,PIT BULL/MIX,BROWN/WHITE,Spayed,LARGE,A375303,10/02/2018,10/02/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,*SONOMA,COUNTY,95476.0,"95476(38.288405, -122.464525)",11
DOG,ROTTWEILER/MIX,BLACK/BROWN,Neutered,MED,A330784,08/22/2017,09/02/2017,11,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,IDAHO HS,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,83705.0,"83705(43.59308, -116.21368)",10
DOG,OLDENG SHEEPDOG/BORDER COLLIE,WHITE,Female,MED,A414133,11/12/2022,12/06/2022,24,STRAY,OVER THE COUNTER,TRANSFER,DOGWOOD,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",2
CAT,SNOWSHOE,CHOC PT/WHITE,Neutered,SMALL,A303668,03/06/2014,05/23/2014,78,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,TREATABLE/MANAGEABLE,COUNTY,*SONOMA,95476.0,"95476(38.288405, -122.464525)",20
DOG,PIT BULL/MIX,TAN/WHITE,Neutered,PUPPY,A345634,03/10/2018,03/10/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",8
CAT,DOMESTIC SH,GRAY,Neutered,SMALL,A414968,01/14/2023,02/15/2023,32,STRAY,PHONE,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",3
DOG,CHIHUAHUA SH,TAN,Neutered,TOY,A318306,03/19/2015,04/29/2015,41,STRAY,OVER THE COUNTER,TRANSFER,PETSLIFELN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95476.0,"95476(38.288405, -122.464525)",10
CAT,MANX/MIX,ORG TABBY/WHITE,Unknown,KITTN,A307947,06/12/2014,06/17/2014,5,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",10
DOG,GREAT DANE/MIX,FAWN,Neutered,X-LRG,A342086,10/27/2018,10/30/2018,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,COUNTY,COUNTY,95446.0,"95446(38.503755, -122.9935)",9
CAT,DOMESTIC SH,CALICO,Spayed,SMALL,A402303,01/31/2021,03/10/2021,38,OWNER SURRENDER,FIELD,TRANSFER,HSSC,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",20
DOG,CHIHUAHUA SH,BLACK/TAN,Male,SMALL,A310718,05/23/2015,05/23/2015,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",18
CAT,DOMESTIC SH,BLACK/WHITE,Male,SMALL,A399112,11/30/2020,12/04/2020,4,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95402.0,"95402(38.44014, -122.710505)",8
DOG,DACHSHUND/CHIHUAHUA SH,BLACK/TAN,Female,SMALL,A364864,11/22/2017,11/22/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",11
DOG,LABRADOR RETR,YELLOW,Male,MED,A346349,12/17/2016,12/17/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",9
DOG,CHIHUAHUA SH,TRICOLOR,Spayed,TOY,A316998,02/21/2015,03/05/2015,12,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425.0,"95425(38.79895, -123.01762)",10
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,A312829,10/17/2014,11/08/2014,22,STRAY,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",10
DOG,SIBERIAN HUSKY,RED/WHITE,Neutered,LARGE,A406399,05/11/2017,05/11/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",10
DOG,AKBASH/MIX,WHITE,Male,LARGE,A313725,11/14/2014,11/29/2014,15,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,94954.0,"94954(38.263265, -122.641035)",11
DOG,GREAT DANE/MIX,BR BRINDLE/WHITE,Neutered,LARGE,A345466,11/28/2017,11/30/2017,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",8
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A316846,02/18/2015,02/25/2015,7,STRAY,FIELD,EUTHANIZE,ILL SEVERE,TREATABLE/MANAGEABLE,UNTREATABLE,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",11
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A314778,12/10/2014,12/19/2014,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",10
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A342083,09/08/2016,10/16/2016,38,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94960.0,"94960(37.9766887, -122.5617065)",8
CAT,DOMESTIC SH,ORG TABBY/WHITE,Male,KITTN,A419543,08/08/2023,08/09/2023,1,STRAY,OVER THE COUNTER,TRANSFER,PETLUMA PP,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,*PETALUMA,94952.0,"94952(38.237, -122.640695)",1
CAT,DOMESTIC SH,CALICO,Spayed,SMALL,A310170,08/14/2014,08/27/2014,13,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,OUT OF COUNTY,59911.0,"59911(48.0629392, -114.0768187)",10
CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A394289,01/03/2020,01/11/2020,8,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95446.0,"95446(38.503755, -122.9935)",5
CAT,DOMESTIC LH,BRN TABBY,Female,SMALL,A362516,10/12/2017,10/13/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",9
DOG,HAVANESE,WHITE,Neutered,SMALL,A365370,12/08/2017,12/12/2017,4,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",17
DOG,PIT BULL,BLUE/WHITE,Neutered,LARGE,A401307,05/19/2021,05/19/2021,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",6
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A418481,06/21/2023,07/21/2023,30,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94541.0,"94541(37.67412, -122.08552)",1
DOG,GERM SHEPHERD/AUST SHEPHERD,BLACK/BROWN,Male,MED,A418930,07/11/2023,07/12/2023,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",4
DOG,PIT BULL,WHITE/BROWN,Male,PUPPY,A406283,08/14/2021,08/28/2021,14,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95446.0,"95446(38.503755, -122.9935)",3
CAT,DOMESTIC SH,BLACK/WHITE,Male,KITTN,A390760,08/20/2019,08/20/2019,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",5
DOG,LABRADOR RETR,YELLOW,Male,LARGE,A355651,07/16/2017,07/18/2017,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",20
DOG,PIT BULL,BR BRINDLE/TAN,Neutered,MED,A414259,11/28/2022,01/28/2023,61,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",2
DOG,CHIHUAHUA SH,TAN/WHITE,Male,TOY,A317927,03/13/2015,03/14/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",12
DOG,SIBERIAN HUSKY,BLACK/WHITE,Spayed,MED,A365450,12/08/2021,04/14/2022,127,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",4
CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A405192,07/20/2021,08/24/2021,35,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95492.0,"95492(38.541355, -122.80026)",3
DOG,LABRADOR RETR/MIX,BLACK/WHITE,Spayed,LARGE,A308375,06/26/2014,08/07/2014,42,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954.0,"94954(38.263265, -122.641035)",19
DOG,SCHNAUZER MIN/MIX,BROWN,Spayed,SMALL,A381792,12/09/2018,12/20/2018,11,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",11
OTHER,RABBIT SH,WHITE/GRAY,Neutered,SMALL,A331599,01/06/2016,03/03/2016,57,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",10
DOG,GERM SHEPHERD,BLACK/TAN,Neutered,PUPPY,A340288,08/01/2016,08/12/2016,11,STRAY,FIELD,TRANSFER,B A GERMAN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",9
CAT,DOMESTIC LH,CALICO,Spayed,KITTN,A374744,07/14/2018,07/31/2018,17,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,*WINDSOR,COUNTY,95404.0,"95404(38.44511, -122.708)",5
DOG,PIT BULL/MIX,BLACK,Neutered,LARGE,A316155,01/24/2015,07/07/2015,164,STRAY,VET_HOSP,ADOPTION,REFERRAL,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",11
DOG,PIT BULL,BLACK/WHITE,Neutered,MED,A330659,12/11/2015,12/11/2015,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95476.0,"95476(38.288405, -122.464525)",12
DOG,CHIHUAHUA SH,WHITE/CHOCOLATE,Spayed,TOY,A324753,07/30/2015,08/08/2015,9,STRAY,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",12
CAT,DOMESTIC SH,WHITE/BLACK,Neutered,SMALL,A421193,10/13/2023,12/05/2023,53,CONFISCATE,FLD_HOSPTL,TRANSFER,HEALDSBURG,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448.0,"95448(38.613965, -122.869825)",1
CAT,DOMESTIC SH,GRAY,Neutered,SMALL,A308851,07/08/2014,07/16/2014,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",10
DOG,CHIHUAHUA SH,TAN,Neutered,TOY,A222796,02/17/2019,02/19/2019,2,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472.0,"95472(38.4007555, -122.8277055)",16
DOG,SIBERIAN HUSKY,RED/WHITE,Female,LARGE,A300239,08/27/2014,08/28/2014,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95472.0,"95472(38.4007555, -122.8277055)",11
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,A356517,08/04/2017,08/25/2017,21,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,*PETALUMA,94954.0,"94954(38.263265, -122.641035)",7
